text,label,username,likes,datetime
"Minkes, kalau KTPnya luar kota apakah bs ikut vaksin? Soalnya sdg kerja di Smg dan tdk bs plg. Staff di hotel.,",neutral,username63,0,2021-06-23
"Obat covid apa dijual bebas di apotik?,",neutral,username64,1,2021-06-23
"Fast respon ga nih? Jangan kyk salah satu puskesmas di semarang,swab antigen dr hari senin hasilnya baru diinfo hari rabu. Mana fungsi puskesmas sbg faskes pertama?,",neutral,username65,0,2021-06-23
"Untuk chat WA, apakah ada batasan jam kerja?,",neutral,username66,0,2021-06-23
"Siap . Ijin share kak,",positive,username67,0,2021-06-23
"Min hari ini gaada data Covid lagi ?,",neutral,username68,0,2021-06-23
"Min mau nanya kan saya udah dijadwalkan vaksin di webnya tetapi saya baru tau setelah 2 hari kemudian, Kalo vaksinnya telat dari jadwal yg seharusnya boleh gak min? Makasih,",neutral,username69,0,2021-06-25
"Min ini nomer wa Dan ambulance kok gak bisa dihubungi semua ya. Teman Saya sekeluarga covid semua Dan isoman. Kondisi ayahnya mulai linglung sampai buang air besar di celana. Tapi nomer dari puskesmas tidak bisa dikontak. Nomer wa ini juga tidak bisa dikontak. Ambulance juga tidak bisa,",negative,username70,0,2021-06-24
"Apakah pelayanan ini 24jam? Di keluarga saya bulan januari swab negatif tapi kami karantina mandiri. lapor ke RT tidak ada tanggapan. Dan hari ini tadi swab salah 1 keluarga saya positif. Jadi saya ragu untuk laporan. Karena yg pertama tidak ada tanggapan sm skli. Disini kami sudah melakukan isolasi mandiri. Apakah ada bantuan tracking dari pemerintah setempat?,",negative,username71,1,2021-06-25
"@username min nomor itu bs konsul kondisi pasien covid ga?ni saya dan ibu saya positive covid isoman dirmh..cuman ibu saya kondisi punya komorbid hipertensi..skrg kondisi perute sakit mual2 terus..bs dibantu ga min.,",neutral,username72,0,2021-06-24
"@username,",neutral,username73,0,2021-06-24
"@username,",neutral,username74,0,2021-06-28
"@username,",neutral,username75,0,2021-07-03
"Mksh infonya.....Puji Tuhan sdh turun...walau bgt...kita harus tetap ikuti prokes dng baik...jangan bosan tetap saling mengingatkan...jaga stamina.....jangan lengah.....??????,",positive,username76,29,2021-06-23
"Mohon diingat bahwa itu angka pasien yg dirawat di RS atau tempat isolasi resmi. Kenyataan di lapangan, banyak yg tdk bergejala atau bergejala ringan melakukan isolasi mandiri yg entah bgmn pengawasannya.,",neutral,username77,32,2021-06-23
"Ayo gerakkan pakai masker dimanapun kapanpun...kalau bisa maskernya rangkap dua ya...masker medis di dlm,masker kain dibagian luar...”Lebih baik Lebay daripada Abai..”,",positive,username78,22,2021-06-23
"Allahu Akbar, semoga turun trus sampe nol??,",positive,username79,12,2021-06-23
"Puji Tuhan sdh mulai turun , semoga cepat pulih kotaku ??,",positive,username80,10,2021-06-23
"Alhamdulillah... Tingkatkan prokesnya.. cepat pulih semarangku.. ????,",positive,username81,9,2021-06-23
"Alhamdulillah... akhirnya grafik menurun juga...,",positive,username82,7,2021-06-23
"Alhamdullilah ????????????,",positive,username83,5,2021-06-23
"Alhamdulillah turun,",positive,username84,5,2021-06-23
"Turut suka cita kepada yang sembuh.. turut berduka kepada yang berpulang ??,",positive,username85,5,2021-06-23
"Puji Tuhan turun turun ???? ??,",positive,username86,5,2021-06-23
"Puji Tuhan,",positive,username87,4,2021-06-23
"Puji Tuhan ??,",positive,username88,4,2021-06-23
"Alhamdulillah ... ojo kendor Prokesnya.. maturnuwun Pak Wali ... ??,",positive,username89,4,2021-06-23
"Puji Tuhan.. Kota semarang semakin sehat dan pulih lagi. Tetap sehat dan semangat buat semua yang terlibat menjadikan semarang sembuh ??,",positive,username90,4,2021-06-23
"Syukur alhamdulillah...smoga terus turun, dan yg sakit lekas sehat kembali, dan mari makin tertib menjalankan protokol kesehatan 5M, utk diri sendiri,keluarga dan lingkungan kita...tetap semangat bpk/ibu para pemangku kewenangan dan petugas medis dan para relawan, tetap semangat dan optimis bahwa kasus² corona akan segera teratasi..??????,",positive,username91,4,2021-06-23
"Alhamdulilah,",positive,username92,3,2021-06-23
"pujiii Tuhan??,",positive,username93,3,2021-06-23
"Alhamdulillah turun,",positive,username94,3,2021-06-23
"Thanks God ... Yok bisa yok ??,",positive,username95,3,2021-06-23
"Akhirnya setelah beberapa hari turun juga...ayok pasti bisa turun lagi,",positive,username96,3,2021-06-23
"Puji Tuhan.. turunnya banyak nih.. semoga turun terus.. ????????????,",positive,username97,3,2021-06-23
"Alhamdulillah ada penurunan 10%... Sehat semua sedulurku??????,",positive,username98,3,2021-06-23
"alhamdulillah turun, tp semoga pemerintah bisa lebih ketat lg terhadap rumah makan/cafe/resto yg ada di semarang, terutama di tembalang????,",positive,username99,3,2021-06-23
"Puji Tuhan... Ayuukk Semarang bisa ??????,",positive,username100,3,2021-06-23
"Puji Tuha. Ayo lanjutkan turun,",positive,username101,3,2021-06-23
"Puji Tuhan ????,",positive,username102,3,2021-06-23
"Alhamdulilah ada semangaaaat baru melihat turun yok semarang bisa yok jgn bandel dl nurut pak walikota dan jajaran beliau biar qt bs jalan jalan lagi ???? g pake masker lagi .. biar mbak mbak e sing ayu ayu ketok jelas sama mas mas e sing bagus bagus ketok padang ???? semangat yok semarang ????????????????????????,",positive,username103,3,2021-06-23
"Kalau ada penurunan kasus aktif belum tentu penambahan kasus barunya sedikit ataupun jumlah orang sembuhnya meningkat.. bisa aja jumlah orang meninggalnya yg tinggi jadi harus dilihat dulu.. ya semoga penambahan kasus barunya makin kecil, jumlah pasien sembuh makin besar dan tentunya fatality ratenya menurun hingga 0% aamiin,",positive,username104,9,2021-06-23
"Alhamdulillah. Yok turun terus,",positive,username105,7,2021-06-23
"turun alhamdulillah @username,",positive,username106,1,2021-06-23
"Turun yuk turun.... Puji Tuhan ??,",positive,username107,2,2021-06-23
"yoh iso yoh mudun terus, ndang do vaksin yoh,",positive,username108,2,2021-06-23
"@username,",neutral,username109,0,2021-06-23
"Alhamdulillah ada penurunan..semoga makin hri makin turun...,",positive,username110,1,2021-06-23
"Semoga tren semakin turun..,",positive,username111,1,2021-06-23
"Yuk turun yuk??,",positive,username112,1,2021-06-23
"Syukurlahh ??,",positive,username113,1,2021-06-23
"Alhamdulillah turunnnnnn w seneng bangett,",positive,username114,1,2021-06-23
"Alhamdulillah ya allah??????,",positive,username115,1,2021-06-23
"Puji Tuhan...semoga makin hari makin turun,",positive,username116,1,2021-06-23
"Smoga turun terus...aamiinn,",positive,username117,1,2021-06-23
"Alhamdullilah Ya Rob..........Alhamdullilah Ya Rob.....,",positive,username118,1,2021-06-23
"Alhamdulillah,,moga2 tiap hari turun segini atau lebih biar aman kota Semarang tercintaku ????,",positive,username119,1,2021-06-23
"Alhamdulillah akhirnya turun,",positive,username120,1,2021-06-23
"Alhamdulillah turun,",positive,username121,1,2021-06-23
"Alhamdulillah..... seneeeeng bgttt.. ??????,",positive,username122,1,2021-06-23
"Alhamdulillah ya allah semoga ndang turun amin,",positive,username123,1,2021-06-23
"Sehat selalu warga semarang... Amin Yaa Robbal'alamiin ??,",positive,username124,1,2021-06-23
"Alhamdulillah semakin berkurang....,",positive,username125,1,2021-06-23
"Alhamdulillah... Byk yg sembuh,",positive,username126,1,2021-06-23
"Alhamdulillah ya Allah...... ayooo semarangg bangkittttttttt.... semoga secepatnya yabg skit diberikan kesembuhannnnnnn dan berkumpul lagiii dengan keluargaaa. aminnnn amin amin ya robbal allamin,",positive,username127,1,2021-06-23
"Alhamdulillah......yuk smakin turun lagi yuk....pasti bisa.....yg blm vaksin yuk vaksin .....dgn tetap 3M yaaa.....pakai masker double....,",positive,username128,1,2021-06-23
"Alhamdulillah,",positive,username129,1,2021-06-23
"Setelah naik terus, sekarang turun... semoga terus turun,",positive,username130,1,2021-06-23
"yoh iso yoh??,",positive,username131,0,2021-06-23
"Puji Tuhan ????,",positive,username132,0,2021-06-23
"Seneng rasanya lihat turun angkanya ????,",positive,username133,0,2021-06-23
"Puji Tuhan sudah menurun,",positive,username134,0,2021-06-23
"Alhamdulillah... Turun..,",positive,username135,0,2021-06-23
"Yuk iso yuk ??,",positive,username136,0,2021-06-23
"Ini data sample nya min?,",neutral,username137,0,2021-06-23
"Alhamdullillaah ??,",positive,username138,0,2021-06-23
"Alhamdulillah turun signifikan,",positive,username139,0,2021-06-23
"Yoh iso yoh ??????,",positive,username140,0,2021-06-23
"Alhamdulillah turun banyak...semangatt,",positive,username141,0,2021-06-23
"Walau udah turun,, sendangmulyo masih juara??????,",positive,username142,0,2021-06-23
"Alhamdulillaaaah...mudun... Yoh iso yoh...!!!,",positive,username143,0,2021-06-23
"Ayo turun terus,",positive,username144,0,2021-06-23
"Smoga semakin terkendali??,",positive,username145,0,2021-06-23
"Alhamdulillah mulai turun,",positive,username146,0,2021-06-23
"Ayoh turun ayo turun......,",positive,username147,0,2021-06-23
"Puji Tuhan, sudah turun ??,",positive,username148,0,2021-06-23
"Pakai masker yg standart dan benar, cuci tangan yg benar......,",positive,username149,0,2021-06-23
"Alhamdulillah turun... Smoga turunnya karena sembuh... Aamiin,",positive,username150,0,2021-06-23
"Terus turun yok jangan naik terus prokes jangan lupa,",positive,username151,0,2021-06-23
"Bismillah semoga banyak yg sembuh...yoh iso yoh..,",positive,username152,0,2021-06-23
"Alon Alon asal kelakon?????? . Ndang mari Semarang ku,",positive,username153,0,2021-06-23
"Alhamdulillah banyak yg sembuh semoga yg blm sembuh bisa segera d beri kesembuhan,",positive,username154,0,2021-06-23
"Puji Tuhan..semoga lekas pulih kotaku..yuk laksanakan prokes dengan baik..,",positive,username155,0,2021-06-23
"Tolong baca dm saya ??,",neutral,username156,0,2021-06-23
"Alhamdulillah ayo semarang kotaku yo iso tetap Semangat,",positive,username157,0,2021-06-23
"PPKM sperti dulu keknya tepat @username ekonomi tetep jalan kasus perlahan turun , kuncinya ada dipenerapan protokol kesehatan ?? yoh semarang ndang mari,",positive,username158,0,2021-06-23
"Cara mudah menurunkan kasus adalah dengan cara menurunkan jumlah yang dites . Wkwkwkwkwkwkw ??,",neutral,username159,0,2021-06-23
"Walaupun turun yok tetap jaga prokes.. tegur klo ada yg gak pake masker. Biar gak naik lg.. biar para warga semarang bisa beraktifitas seperti semula.. aamiin..,",positive,username160,0,2021-06-23
"Alhamdulillah turun . Yuks semangat yuks.. semoga bisa turun lagii,",positive,username161,0,2021-06-23
"Alhamdulillah , smoga turun trus ya Allah,",positive,username162,0,2021-06-23
"Puji Tuhan... Jangan kasih kendor... Kita lawan covid dengan tetep ikut protokol kesehatan, hindari kerumunan ???? semangat buat para nakes... Dan pemerintah baik daerah atau pusat yang terus berusaha melawan covid.. semoga Indonesia segera pulih kembali... Aminnn ??????,",positive,username163,0,2021-06-23
"Bos..di kelurahan kembangsari ada yg positip covid...keluarganya TDK d swab....padahal jualan kelontong...lurahnya TDK pro aktif..,",negative,username164,0,2021-06-23
"Berapa persenkah dari jumlah keseluruhan penduduk semarang??,",neutral,username165,0,2021-06-23
"Alhamdulillah , wa syukurillah , tetap semangat para garda depan kesehatan ,,",positive,username166,0,2021-06-23
"PujibTuhan menurun. Moga makin ketat prokes..sadar prokes...saling jaga antar warga, terus berempati dan mengingatkan.,",positive,username167,0,2021-06-23
"Alhamdulillah... Ayoo terus turun... Ternyata butuh PKMM.. Jangan kendor untuk terus patuhi prokes... Di Supriyadi masih saja banyak yang melanggar menentang arus padahal sangat membahayakan... Colek Bapak @username,",positive,username168,0,2021-06-23
"Min, kalo ingin vaksin ada apa kormobid yang gak boleh?,",neutral,username169,0,2021-06-23
"Vaksinasinya digencarkan, langsung dibuka untuk rentang usia produktif, jangan ngejar lansia melulu,",neutral,username170,0,2021-06-23
"mohon ijin menyampaikan puskesmas pudak payung menolak vaksinasi utk usia 18 up yg tanpa undangan sdgkan di padangsari ramai warga utk vaksinasi start 18 up, kiranya warga yg dtg berKTP smg yg datang sukarela dpt dilayani vaksinasi tanpa menunggu 50 up terpenuhi targetnya,",neutral,username171,1,2021-06-23
"Bapak @username, Mohon tanya ya, untuk kelurahan Karangayu kenapa hanya 2 ya, pak. Padahal di rumah saya saja ada yg positif 3, dan juga ada 1 gang yg ditutup karena katanya banyak yg positif...,",neutral,username172,0,2021-06-23
"Alhamdulillah.....yuks turun lagi yuk,",positive,username173,0,2021-06-23
"Alhamdulillah ya Allah sembuhkan mereka yg sedang sakit.aamiin,",positive,username174,0,2021-06-23
"Tetap menyerah dan jangan semangat!! ??????,",negative,username175,0,2021-06-23
"Alhamdulillah. Prokes ttp jgnlupa,",positive,username176,0,2021-06-23
"Puji Tuhan sudah turun??...Teman2 jgn lengah ya,tetap prokes.Jgn takut unt tegur mereka yg gak prokes,",positive,username177,0,2021-06-23
"Puji Tuhan ternyata kemarin sudah turun..ayo tetap terapkan 5M lurrr,",positive,username178,1,2021-06-23
"@username bisa update status tapi kenapa pertanyaan saya di DM dicuekin min?,",negative,username179,0,2021-06-23
"Allahuakbarrr merinding liatnyaaa... sdh mulai turunn,, yukk bisa yukkk semarang hebat pasti bisaa semangatt buat kita semuaaa.. pulihlah semaranngku tercinta ??,",positive,username180,0,2021-06-23
"puji Tuhan mulai turun, semangat sehat..??,",positive,username181,0,2021-06-23
"Alhamdulillah mulai menurun, Semarang Hebat,",positive,username182,0,2021-06-23
"Min. Ibu saya kena covid. Sudah isoman di rumah 1 Minggu. Saat ini kondisinya drop. Tlp pegawai puskesmas yg menangani covid katanya mau datang hingga saat ini sudah lewat hari belum datang dan di coba untuk di hubungi tidak ada respon.,",negative,username183,0,2021-06-23
"Alhamdulilah... alhamdulilah ya Allah.....smoga turun terus....aamiin, sehat..sehat saudaraku smua??,",positive,username184,0,2021-06-23
"Ajibbbb,",positive,username185,0,2021-06-23
"Kakak sy ce 60+ thn dan 2 anaknya sdh berhasil resmi mengalahakn covid, skr sdh sembuh, negative. Ayo lur, jgn mau kalah, hajar si covid. Gampang caranya, jangan ndablek, asal ada ga rasa ga enak lgs ke dokter, isman 2 minggu, tdk kemana2, jaga kesehatan, tdk menularkan ke org2 sekitar lainnya. ??,",positive,username186,1,2021-06-23
"@username,",neutral,username187,0,2021-06-23
"Alhamdullilah. Turun. Hayoooo turun terusss ya??,",positive,username188,0,2021-06-23
"Vaksinnya di percepat,",neutral,username189,0,2021-06-23
"Puji Tuhan turun banyak.,",positive,username190,0,2021-06-23
"Alhamdulillah ayo turun lg...ttp semangat sembuh dan prokesnya jangan kendor...turun trs semarang q,",positive,username191,0,2021-06-23
"Semoga terus menurun,",positive,username192,0,2021-06-23
"SEMANGAT SEMARANG PASTI BISAAAA,",positive,username193,1,2021-06-23
"Yakin angkanya bener?,",neutral,username194,0,2021-06-23
"alhamduliah mulai turun :'),",positive,username195,0,2021-06-23
"selamat siang. cara daftar vaksin kolektif perusahaan bagaimana ya pak?,",neutral,username196,0,2021-06-23
"Alhamdulillah udh turun.. Selalu jaga kesehatan dan ikutin prokes.. ??,",positive,username197,0,2021-06-23
"Sendang Mulyo selalu tertinggi alangkah baiknya pasarnya dibatasi dan diperketat.jng hanya malamnya aja yg dibatasi.... daerah sendang Mulyo klo hbs maghrib/ sore jg sepi...ini membuktikan penyebaran nya bukan hny dimalam aja.,",positive,username198,1,2021-06-23
"misal mau ikut vaksin tp KTP luar kota bisa gak?..????,",neutral,username199,0,2021-06-23
"Puji Tuhan,",positive,username200,0,2021-06-23
"Turun banyak. Semoga semakin membaik kota semarang. Rak usah kumpul2 mbek ngluyur wengi sek lur daripada engko keno penyakit seng rak ketok wujude tapi gawe cemas sak kampung.,",positive,username201,0,2021-06-23
"Alhamdulillah semoga selalu turun,",positive,username202,0,2021-06-23
"Bissmillah turun sedikit demi sedikit,",positive,username203,0,2021-06-23
"sendangmulyo mohon lebih mendapatkan perhatian khusus,",neutral,username204,0,2021-06-23
"Alhamdulillah ??????????????,ayo dong biar bisa tatap muka,",positive,username205,0,2021-06-23
"Ijin bertanya, untuk Wonodri ikut Kecamatan mana ya?,",neutral,username206,0,2021-06-23
"Alhamdulillah sudah mulai menurun. Yakin, sembuh sembuh sembuh. Sehat sehat sehat semua, aamiiin ??,",positive,username207,0,2021-06-23
"Alhamdulillah ... Ayok Semarang kamu bisa,",positive,username208,0,2021-06-23
"ayo bang di push teruss??,",positive,username209,1,2021-06-23
"kel jatirejo kok belum ada padahal sudah lapor @username update datanya min biar valid,",negative,username210,0,2021-06-23
"Iso iso??,",positive,username211,1,2021-06-23
"Dewi sartika timur kelurahan sukorejo kecamatan gunung pati aslinya zona merah.. banyak yang kena soalnya.. ??,",neutral,username212,0,2021-06-23
"Banyak kok yg tdk melapor. Sdh pada pinter2 harus ngapain.... data krg cpt update nya,",negative,username213,0,2021-06-23
"Puji Tuhan turun.. semoga hari2 kedepan terus turun dan berkurang sebanyak2nya, agar semuanya kembali normal dan sehat.. ????,",positive,username214,0,2021-06-23
"Puji Tuhan.... ??????,",positive,username215,0,2021-06-23
"Yok bisa yok??,",positive,username216,0,2021-06-23
"Ga updet ya min hariannya.,",negative,username217,0,2021-06-24
"Updatenya telat ya min,",negative,username218,0,2021-06-24
"Sdah daftar blm dapat wassap jadwalnya,",negative,username219,5,2021-06-22
"Sudah.. Barusan pulang dr vaksinasi 1. Jadwal vaksin ke 2 tgl 19 juli. Matursuwun min.. ????,",positive,username220,2,2021-06-22
"sudah daftar tapi untuk faskes vaksinnya kosong gmn y,",negative,username221,5,2021-06-22
"Min Mohon info. Kalo warga tetap tlogomulyo pedurungan tapi KTP PATI bisa kah ikut vaksin?,",neutral,username222,0,2021-06-23
"Tolong dicontohkan cara mengisi formulirnya. Dari kemarin kemarin saya coba kok nggak keluar opsi pemilihan sentra vaksinasi.,",negative,username223,9,2021-06-22
"Kalau buat area genuk indah masuknya kemana min,",neutral,username224,0,2021-06-22
"Pas daftar kok feskesnya gak ada..waktu keluar feskes kosong ik??,",negative,username225,3,2021-06-22
"Mohon petunjuk cara isi formulir dong. Saat daftar faskes vaksinasi kosong, tidak bisa di edit.,",negative,username226,3,2021-06-22
"Apakah hanya untuk KTP semarang saja?,",neutral,username227,0,2021-06-22
"Sy warga pedurungan,saat daftar faskes vaksinasi kosong,tdk bs di edit, Mohon petunjuk....,",negative,username228,2,2021-06-22
"Apakah harus ber-ktp semarang?,",neutral,username229,3,2021-06-22
"Ngaliyan,kapan min,zona merah lho,",negative,username230,0,2021-06-22
"Diantara faskes yg ada, yg pake Astrazeneca dimna ya min, yg lain bisa bantu Jawab dong, urgent,",neutral,username231,0,2021-06-23
"Udah daftar sebulan lalu begitu opening ini tp lom ada info jadwal ??,",negative,username232,4,2021-06-22
"Mohon info, dimana bisa pilih fasker vaksinasi, saya coba berulang kali tidak ada pilihan faskes yg bisa dipilih dan akhirnya setelah simpan data isinya kosong. Apakah harus dengan browser tertentu atau diseting bagaimana lagi matur nuwun,",negative,username233,0,2021-06-24
"Saya KTP luar kota..tapi disemaranh sudah 4 tahun bagaimana....ada arahan...,",neutral,username234,1,2021-06-22
"Mondar mandir nyari info yg untuk 18+ di SMG belum nemu. Semua masih untuk lansia. Padahal daerah lain sdh cepet untuk 18+,",neutral,username235,1,2021-06-22
"Buka buka buka terus....tp yg sdh daftar 20 hari belum dipanggil, apa memang ketersediaan vaksin terbatas / belum ada, atau sistimnya yg kurang benar,",negative,username236,1,2021-06-22
"Maksudnya 3in1 apa ya?? Mohon pencerahan ??,",neutral,username237,0,2021-06-23
"KTP luar kota bisakah?,",neutral,username238,0,2021-06-22
"Min @username mohon infonya, untuk vaksin di Semarang, sekarang kita kebagiannya apa ya? Sinovac atau AstraZeneca? Thanks.,",neutral,username239,1,2021-06-22
"Sampun vaksin td pagi di situ.. Matur nuwun sanget.. tlg cek DM saya nggih admin @username..,",positive,username240,0,2021-06-22
"KTP ku Jawa barat aku perantau apa bisa dapat vaksin di Semarang ini? @username,",neutral,username241,0,2021-06-22
"Saya daftar dari kapan tp utk pilihan faskes nya kok ga ada ya @username , cm NIK n KK,",negative,username242,0,2021-06-22
"@username web developernya di kasih tau min.. buat yg user friendly lah.. hampir semua kesulitan dan kurang jelas informasinya minta pilih faskes.. faskesnya gak ada ??,",negative,username243,2,2021-06-22
"@username,",neutral,username244,0,2021-06-22
"@username,",neutral,username245,0,2021-06-22
"Inii cobaa @username @username,",neutral,username246,0,2021-06-23
"@username @username @username,",neutral,username247,0,2021-07-02
"@username ini bu,",neutral,username248,0,2021-06-22
"apakah untuk mahasiswa luar kota bisa dapet kemungkinan vaksin gratis juga? berada di daerah yg rentan covid-19 pula ini.,",neutral,username249,0,2021-06-22
"Mohon perhatiannya daerah pedurungan daerah rentan. Mohon untuk dibantu pendaftaran vaksinasi a.n Dicky Novan nggeh @username,",neutral,username250,0,2021-06-22
"Anak saya pertengahan bulan mei terpapar covid, setelah isolasi mandiri, swab pcr sdh negatif pada awal juni. Kalo mau vaksin hrs nunggu berapa lama pak? Terima kasih.??,",neutral,username251,0,2021-06-22
"min ayo didorong swasta untuk buka sentra vaksinasi spt di jkt,",neutral,username252,1,2021-06-22
"Sudah daftar dri bulan lalu gak dpet wa,,",negative,username253,1,2021-06-22
"Percumah komen gak di tangapi??,",negative,username254,1,2021-06-22
"Semarang selatan kapan min??,",negative,username255,1,2021-06-22
"@username @username,",neutral,username256,1,2021-06-23
"Min, ak sdh terdaftar waktu tgl 4 juni kmren, trs ga hadir krn br klr dr rmh sakit, misal ini langsung dtg tanpa daftar , tp pake undangan yg kmren bisa ga ya..mohon info,",neutral,username257,1,2021-06-22
