text,label,username,likes,datetime,data_type
Data ini mgkin yg isoman tdk dicatat atau dimasukkan....,,username,0,2021-06-24,inference
"Saya sudah daftar kategori umum di victori, padahal KTP non jateng tapi sehari setelah daftar langsung dapet jadwal😍",,username,0,2021-06-24,inference
@username,,username,0,2021-06-24,inference
Udah daftar tp belum dapet wa,,username,0,2021-06-24,inference
KTP luar Semarang prosedur nya gimana nih?,,username,1,2021-06-24,inference
busui boleh vaksin min?,,username,0,2021-06-24,inference
@username ada lg say,,username,0,2021-06-24,inference
Duuh😢,,username,1,2021-06-24,inference
Ini juga pergantiaan cuaca juga kakk jadi yg gak kuat tumbang jugaaaa,,username,0,2021-06-24,inference
Maaf min mau tanya kalo KTP nya luar semarang bisa nggak yaa?,,username,0,2021-06-24,inference
Sdh dftr di victori tp blm dpt jadwal vaksin gmna min?,,username,2,2021-06-24,inference
Langsung datang atau daftar dulu. Krn aq sudah daftar tp status nya menungu. Padahal di tempat aq sudah 6 kk yg kena.,,username,0,2021-06-24,inference
"Informatif 😍, thanks min",,username,1,2021-06-24,inference
Semua umur atau lansia dan pralansia,,username,0,2021-06-24,inference
Untuk golongan usia berapa min?? Saya sudah daftar di victori.,,username,1,2021-06-24,inference
Sudah daftar tpi belum ada konfirmasi panggilan. Nunggu nya brapa lama untuk bisa mndapat panggilan untuk vaksin??,,username,3,2021-06-24,inference
"Ikut nyimak , krena lgi nunggu undangan vaksinaai ... kemarin sudah daftar di victori",,username,5,2021-06-24,inference
"Saya sudah daftar dri awal juni sampe skrg blum ada info, emg bgtu ya min?",,username,1,2021-06-24,inference
min kalau telat mengetahui jadwal vaksin bagaimana ya? apakah harus daftar ulang atau datang di kemudian hari saja?,,username,1,2021-06-24,inference
Utk ktp luar jateng bisa min?,,username,1,2021-06-24,inference
Smg cpt smbuh kk 🙏,,username,1,2021-06-24,inference
Tolong min @username saya sudah daftar vaksinasi di victori.semarangkota.go.id ikut kelompok pariwisata dan perhotelan pada tgl 3 juni lalu tetapi saya sampai hari ini belum ada jadwal undangannya..,,username,1,2021-06-24,inference
Untuk yg di udinus ini apa nantinya saat hari minggu juga melayani vaksinasinya?,,username,0,2021-06-24,inference
Minimal umur berapa min?,,username,0,2021-06-24,inference
Yg di unisula itu utk 18 tahun keatas kah?,,username,0,2021-06-24,inference
Utk UIN nya UIN brapa ya min? Kampus 1.2 ato 3 ?,,username,0,2021-06-24,inference
"Naek lgi🔥🔥🔥,kbgtn bgt......yox prokes yox perketat💪💪💪",,username,0,2021-06-24,inference
Sudah daftar min tp kok blm di info kapan vaksin ya @username,,username,1,2021-06-24,inference
"Kak, aku dapat undangan via WA blast untuk vaksin tapi kondisi nya saat ini sedang isoman sehingga ga bisa hadir sesuai undangan. Kalo mau reschedule/konfirmasi ke mana ya kak?",,username,1,2021-06-24,inference
umum sudah bs kah?,,username,0,2021-06-24,inference
"kak kalau udah daftar vaksin dan ada jadwal vaksin, bisa reschedule ga yah?",,username,2,2021-06-24,inference
Untuk ktp luar smrg gmn min?,,username,4,2021-06-24,inference
Di Undip kapan min,,username,0,2021-06-24,inference
@username,,username,0,2021-06-24,inference
@username,,username,0,2021-06-24,inference
Udh dftr yg pedurungan min.. nunggu d WA,,username,0,2021-06-24,inference
Mohon infonya lur bagi yg tau.. kalo mau isi tabung oksigen bisa kemana ya?,,username,0,2021-06-24,inference
"aku udah daftar yg sampokong, kalo unika udh dibuka enaknya yg kmrn di cancel trs daftar lagi unika apa gimana min?",,username,0,2021-06-24,inference
Mbayar porak min?,,username,0,2021-06-24,inference
Mantap @username @username @username @username @username,,username,1,2021-06-24,inference
Kalau dalam satu rmh ada yg postif covid...dan yg tidak postif apakah bisa ikut vaksin,,username,0,2021-06-24,inference
@username saya daftr kok gk ada pilihn faskesnya ya??? Ktp domisili semarang. Ada solusi?,,username,1,2021-06-24,inference
Kapan ya dapat WA nya koq blm dapat WA,,username,1,2021-06-24,inference
Ini unt mahasiswa msng2 universitas atau masyarakat umum? Vaksin unt usia brp? Trm kasih,,username,0,2021-06-24,inference
"alhamdulillah semakin banyak tempat, semakin cepat warga divaksin sehat² utk semua petugas yg berjuang",,username,0,2021-06-24,inference
@username,,username,0,2021-06-24,inference
busui bisa ndak min.. ama anak 2 thn,,username,0,2021-06-24,inference
@username,,username,0,2021-06-24,inference
Min saya uda daftar di Victori tp lupa isi faskes cara editnya gmn ya?,,username,0,2021-06-24,inference
"Daftar tanggal 21, keluar Jadwal tanggal 29 di Udinus.... Luar Biasa kota ini, moga2 lancar!",,username,0,2021-06-24,inference
la kalau isolasi mandiri gak bisa trus mau isolasi ikut pemerintah trus suruh nunggu la trus nunggu dmna ya ?,,username,4,2021-06-24,inference
@username @username,,username,1,2021-06-24,inference
"Min, kemarin saya dapat WA untuk vaksin hari ini, tapi karena keluarga saya isoman (saya negatif covid) jdi tidak bisa untuk vaksin. Apakah bisa di reschedule min? Saya daftar di victori yg kategori umum",,username,0,2021-06-24,inference
ga bisa pilih faskes Min? @username,,username,0,2021-06-24,inference
Bagaimana cara u daftar secara kolektif untuk karyawan rmh makan?,,username,0,2021-06-24,inference
Min kalau KTP nya luar smg bisa ga?,,username,0,2021-06-24,inference
ktp luar kota tapi domisili semarang boleh daftar di victori min?,,username,0,2021-06-24,inference
Min tadi saya udah daftar vaksin dmn ko blm ada balasan?? Pdhl temenku daftarnya bersamaan tp ko udah ada balasan ya min ... tlng donk min ...,,username,2,2021-06-24,inference
Yg gak lapor lebih banyak... Jaga prokes,,username,0,2021-06-24,inference
Ya Allah..itu sendangmulyo kok terus naik..😢,,username,0,2021-06-24,inference
Kak kok saya ungaran Gak bisa daftar,,username,0,2021-06-24,inference
Ini sebenarnya data fenomena gunung es,,username,0,2021-06-24,inference
Naikk 🔥🔥🔥,,username,1,2021-06-24,inference
Kapan percepatan vaksin 18+? Tiap hari liat update jadwal di victori. Masih nunggu,,username,0,2021-06-24,inference
@username,,username,0,2021-06-24,inference
@username ini mba,,username,0,2021-06-24,inference
"Berapapun angka nya, tetep tenang, jangan panik. Stress menurunkan imun. Virus ga ada obatnya. Hanya bisa di lawan dengan imunitas tubuh sendiri. Belajar bisa di IG nya dokter @username atau YouTube channel nya dokter Moh Indro Cahyono, pakar virus.",,username,0,2021-06-24,inference
Udh dftr dr dulu blm ada bls an blm ada panggilan buat vaksin sllu stts nya blm.ada jdwal .,,username,2,2021-06-24,inference
Lhoo naek lagi..,,username,0,2021-06-24,inference
"Knpa tlogosari kulon gk d tutup aja dlu smentara,soalnya tambah parah bgt",,username,0,2021-06-24,inference
"iya mb aku sama suami sama"" positif",,username,0,2021-06-24,inference
Nggonku yo akeh jebule @username,,username,0,2021-06-24,inference
Saya stlh lebaran opname Krn penyumbatan pembuluh jantung kalo vaksin bisa nggk ya Krn saya msh batuk kering ?,,username,0,2021-06-24,inference
Semoga yg sakit segera disembuhkan... Aamiin,,username,0,2021-06-24,inference
Sama pak di tempat saya banyak yg kena di Cangkiran,,username,0,2021-06-24,inference
Kalo dgn gejala batuk tp kebanyakan org takut swab..takut hasilny positif..makanya banyak yt trrtular...aplg masih bny yg ga mau pake masker...beginilah...,,username,0,2021-06-24,inference
Min mijen sdh termasuk daerah rawan belum? Kok 18+ masih ditolak,,username,0,2021-06-24,inference
@username,,username,1,2021-06-25,inference
"percuma aja kita prokes, orang lain prokesnya ga dijaga..😢,, banyak yg ga jujur kalau sedang + . Pada ga bosen ya bersandingan dengan covid terus?? Ga bisa kerja, buka toko, warung, dan tempat usaha lain jadi dibatasin. Ga pengen ya seperti dulu lagi, bisa bernafas lega tanpa takut tertular Covid?? Covid ga cuma mengambil orang-orang yang kita sayangin, dia juga menyerang mental, fisik, dan keuangan kita. Ayolahh semua teman2 taatilah prokes, pakai maskermu, cuci tanganmu, jaga kebersihanmu, jaga jarakmu, jujur pada lingkungan setempat kalau kamu + covid supaya bisa dipantau dengan dinas kesehatan setempat, supaya ga nular2in orang lain. 😢😢",,username,31,2021-06-25,inference
Kq usianya sanpai unur 49 th?,,username,0,2021-06-25,inference
gimana mau isoman wong diusir sama pemilik kos lol,,username,0,2021-06-25,inference
"Halo min saya mahasiswa rantau yg tinggal di daerah rentan @username . Kemarin waktu daftar berhasil dan menggu jadwal. Tapi ketika web nya saya buka lagi sudah tidak bisa akses, apakah harus ber ktp semarang min? Kalo iya, kapan untuk masyarakat umum yg bukan ktp semarang ya ? Terimakasih sebelumnya 🙏",,username,0,2021-06-25,inference
"min mau tanya, ktp luar Semarang bisa ikut vaksin di semarang nggak??",,username,0,2021-06-25,inference
Mksh infonya.....tetap smangat saling mengingatkan.....kita berusaha yg terbaik....jujur n terbuka...agar bisa saling membantu demi semuanya...jangan bosan n jangan kendor....tetap jaga stamina n kesehatan...🙏🙏🙏,,username,0,2021-06-25,inference
sendangmulyo sendangmulyoo😪,,username,0,2021-06-25,inference
Saya mendaftar menggunakan pendaftaran daerah rentan 2 hari disarankan dari puskesmas. Barusan pembatalan dan daftar ulang ditolak karena KTP luar kota. Padahal KTP yang digunakan sama. Apakah ada solusi?,,username,0,2021-06-25,inference
Belum ada yg sembuh ????!!!!!,,username,0,2021-06-25,inference
Ada apa dengan Sendangmulyo??? Semakin meroket sajaaa😢😢😢😢,,username,1,2021-06-25,inference
Apakah pelayanan ini 24jam? Di keluarga saya bulan januari swab negatif tapi kami karantina mandiri. lapor ke RT tidak ada tanggapan. Dan hari ini tadi swab salah 1 keluarga saya positif. Jadi saya ragu untuk laporan. Karena yg pertama tidak ada tanggapan sm skli. Disini kami sudah melakukan isolasi mandiri. Apakah ada bantuan tracking dari pemerintah setempat?,,username,1,2021-06-25,inference
@username kenapa kl ditelp no 112 tidak ada yg angkat ?,,username,0,2021-06-25,inference
Mau tanya @username kmarin saya daftar tp kok gak bisa milih lokasi vaksinasinya y? Apa ada yg salah,,username,0,2021-06-25,inference
Minnn saya DM yaa,,username,0,2021-06-25,inference
Pelayanan vaksin di UIN sampai jam brp ya...,,username,0,2021-06-25,inference
Yg vaksin 2x aj msih bisa kena... Aplgi yg tdiny + msih bisa kena jga..,,username,0,2021-06-25,inference
"Mau vaksin tapi ada riwayat asma, sebaiknya daftar vaksin enggak ya?",,username,0,2021-06-25,inference
No tlp nya kok ga Isa dihubungi semua??,,username,2,2021-06-25,inference
Stay safe and stay healthy.. 🙏🙏 sering cuci tangan dan jangan lupa bawa handsanitizer.. Klo habis bisa langsung cek bio IG kami untuk memesannya.. 😁👉@username,,username,0,2021-06-25,inference
Ini untuk umum kan min? @username,,username,0,2021-06-25,inference
"Ditolak mentah"", anda bukan warga semarang 😂",,username,0,2021-06-25,inference
@username,,username,0,2021-06-25,inference
@username unika po nyukup ndut?,,username,0,2021-06-25,inference
"Kenapa yg kena covid itu cuma disuruh isolasi mandiri aja ya? Dan selanjutnya semisal udh selesai 14hr kenapa gk ada evaluasi Swab kedua agar tau hasilnya positif /negatif., masak cuma dikasih obat di isolasi doang tp gk ada evaluasi Swab kedua. Trus kalo mau Swab suruh bayar sendiri lagi kan aneh",,username,3,2021-06-25,inference
Masih dibutuhkan relawan covid 🙏🙏,,username,0,2021-06-25,inference
Sendangmulyo josss👏. Efek okeh cah² nom do nongkrong tekan bengi🙄,,username,2,2021-06-25,inference
"Gw lewat daerah sendangmulyo malam malam rame aja tuh burjo, sepanjang jalan masih rame kemungkinan terbesar anak anak muda yang kurang protokol kurang ditegesi oleh aparat, kalau bisa pkm tuh daerah situ lebih di pertegas... Sangat rawan sekali dekat juga daerah rs Covid-19 yang baru",,username,4,2021-06-25,inference
Setalah daftar vaksin di web victori. Langkah selanjutnya nunggu di wa atau bagaimana ?,,username,0,2021-06-25,inference
Pelaksanaan kpn ya Min..🙏,,username,0,2021-06-25,inference
Iya pak kami keluarga yang panik lebih panik petugas call centernya di tanya ketus mungkin capek inggih pak .semoga semua segera berlalu cobaan ini aamiin.,,username,1,2021-06-25,inference
"Buat yg belum vaksin,dan mau vaksin....hari ini bisa datang yaaa gor jatidiri...usia 18+,tinggal bawa KTP dan fotocopynya...acara digelar dlm rangka hari Bhayangkara...yuuuuk ke GOR Jatidiri dri jam 7.30 pagi yaaaa....ayo ayooo sukseskan gebyar Vaksinasi Covid 19...",,username,3,2021-06-25,inference
Stay safe and stay healthy.. 🙏🙏 sering cuci tangan dan jangan lupa bawa handsanitizer.. Klo habis bisa langsung cek bio IG kami untuk memesannya.. 👉👉@username,,username,0,2021-06-25,inference
Cek dm min,,username,0,2021-06-25,inference
Berapa persenkah dari jumlah warga semarang secara keseluruhan??,,username,0,2021-06-25,inference
info vaksin disemarang buat warga non ktp jateng dong min,,username,1,2021-06-25,inference
"Min, apakah sentra vaksin di Gradika Komplek Gubernuran jalan pahlawan masih dibuka ? @username",,username,0,2021-06-25,inference
@username tlg cek DM,,username,0,2021-06-25,inference
Mau vaksin .. masukin nik dan no kk knp ga bs bs ya min. Pdhl dh sesuai,,username,0,2021-06-25,inference
min ktp non-semarang bisa vaksin di semarang gak.....???,,username,1,2021-06-25,inference
Min saya sudah dftr vaksin kok blm dpt sms ya,,username,2,2021-06-25,inference
"yuk jaga diri demi anak cucu keturunan memiliki kehidupan lbh baik dgn kita bisa bertahan hidup, kematian memang takdir tp ikhtiar ttp wajib hukumnya",,username,1,2021-06-25,inference
Ini datanya akurat apa ndak ya?? Sepertinya banyak yg ndak lapor tempat saya aja ada lebih dari 2 tp disitu ditulis 2😔😔,,username,1,2021-06-25,inference
Makasih infonya,,username,0,2021-06-25,inference
Ini data di ambil dr puskesmas saja atau dr klinik2 yg ada pelayanan swab juga ?,,username,1,2021-06-25,inference
miiiin sehat sehat yaaaa....bersama semua nakes juga semoga sehat selaluuuu.... ❤️❤️❤️,,username,3,2021-06-25,inference
Mau vaksin tapi KTP luar Semarang ada informasi?,,username,0,2021-06-25,inference
sendangmulyo 😢😢,,username,0,2021-06-25,inference
"Min, katanya ada edaran percepatan vaksin tanpa domisili. Di sentra2 vaksin di smr sudah bisa lgs kesana gk nih?",,username,1,2021-06-25,inference
Klo mau rapid pke kartu sehat luar provinsi apakah bisa?,,username,0,2021-06-25,inference
"Malam min, saya mau tanya untuk vaksin warga domisili Semarang tetapi KTP luar kota. Saya daftar vaksin lewat link victory.semarangkita.go.id balasan nya ""maaf anda bukan warga Semarang"". Lalu bagaimana kami yg ingin divaksin tetapi terkendala oleh ketentuan domisili? Tolong informasi nya. Terimakasih",,username,0,2021-06-25,inference
Kok aq kurang yakin ya ...masa cmn naik 9....keluarga temenku aja kmrn 1 rumah kena 5 org...,,username,1,2021-06-25,inference
@username @username,,username,0,2021-06-25,inference
Kayak Dilan...1991....,,username,1,2021-06-25,inference
"Min mau nanya kan saya udah dijadwalkan vaksin di webnya tetapi saya baru tau setelah 2 hari kemudian, Kalo vaksinnya telat dari jadwal yg seharusnya boleh gak min? Makasih",,username,0,2021-06-25,inference
@username @username @username @username @username @username @username,,username,0,2021-06-25,inference
@username,,username,0,2021-06-25,inference
Prokesnya jangan kendor kak. Tetap semangat🙌🙌,,username,0,2021-06-25,inference
"Aku uda dftar di Victori, tapi belum ada jadwalnya Min. Pie min? Padahal rumahku deket ama Unika 😂",,username,0,2021-06-25,inference
@username @username @username @username @username @username @username,,username,0,2021-06-25,inference
Yang Unissula kok ga muncul ya? Adanya udinus sama unika?,,username,0,2021-06-25,inference
Secara keseluruhan kota Semarang termasuk zona merah apa orange min @username ?,,username,1,2021-06-25,inference
Selamat siang bapak .saya dapat informasi RS banyamik 2 katanya pasien covid bisa di tungguin . Benarkah,,username,0,2021-06-25,inference
Semangat buat rekan2 nakes 🔥🔥🔥,,username,1,2021-06-25,inference
@username,,username,0,2021-06-25,inference
Alhamdulillah turun.....,,username,0,2021-06-25,inference
Ayok jangan kalah sama virusnya,,username,0,2021-06-25,inference
Banyak yg kena tapi diem2 n gak lapor banyak ini😢,,username,0,2021-06-25,inference
Alhamdulillah mulai turun. Yok semangat yok. Yok ketatkan lagi protkesnya yok,,username,0,2021-06-25,inference
Alhamdulilah turun.....jangan naik lagi ya....aamiin😍🙏,,username,0,2021-06-25,inference
